Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
186,Rudy Gay,PF,35,UTA,52,981,13,0.537,0.54,0.211,6.3,19,12.8,7.5,1.3,1.4,10.2,19.6,,0.8,1.1,1.9,0.092,,-0.7,-0.5,-1.3,0.2
187,Paul George,SF,31,LAC,28,987,18.1,0.532,0.394,0.227,1.2,18.9,10.3,27.1,3,1,15,34.4,,-0.8,1.6,0.8,0.04,,1.3,1.6,3,1.2
188,Taj Gibson,C,36,NYK,48,875,11.8,0.615,0.23,0.324,9.5,16.6,13,4.6,1.1,4.2,12.4,9.7,,1.3,1.1,2.4,0.132,,-3,0.8,-2.2,0
189,Josh Giddey,SG,19,OKC,54,1700,13.3,0.478,0.318,0.118,5.8,19.7,12.7,32.4,1.5,1.1,19.5,22.2,,-1.3,1.8,0.5,0.013,,-1.2,0.3,-1,0.4
190,Shai Gilgeous-Alexander,PG,23,OKC,56,1942,21,0.557,0.282,0.385,1.9,12.9,7.3,31.2,1.8,2.2,11.1,30.8,,2.8,1.9,4.7,0.116,,2.9,0.5,3.4,2.7
191,Anthony Gill,PF,29,WAS,40,390,15.8,0.731,0.244,0.512,7.8,12.5,10.2,8.1,0.5,2.4,11.7,13.6,,1.1,0.2,1.3,0.164,,-0.2,-0.9,-1.1,0.1
192,Freddie Gillespie,PF,24,ORL,9,119,9.5,0.419,0.045,0.318,11.5,20.5,16,5.9,1.2,6.9,16.6,10.9,,-0.1,0.2,0.1,0.05,,-5.5,1,-4.6,-0.1
193,Rudy Gobert,C,29,UTA,62,1997,24.6,0.73,0.008,0.824,12.9,36.5,25.1,5,1.1,5.8,14.4,16.6,,6.9,4,10.8,0.261,,2.9,1.7,4.5,3.3
194,Brandon Goodwin,PG,26,CLE,34,492,12.5,0.507,0.362,0.25,3.2,11.6,7.5,26.4,2.5,0.2,16.8,18.2,,0.2,0.7,0.8,0.081,,-2.3,1.2,-1.1,0.1
195,Jordan Goodwin,SG,23,WAS,2,6,-20.5,0,0.333,0,0,18.1,9.2,0,0,0,0,22.2,,-0.1,0,-0.1,-0.53,,-24.6,-9.4,-34.1,0
196,Aaron Gordon,PF,26,DEN,72,2269,15.1,0.598,0.311,0.274,6.1,14,10.2,11.8,0.9,1.7,12.4,19.6,,3,1.9,4.9,0.104,,0.4,-1.1,-0.7,0.7
197,Eric Gordon,SG,33,HOU,57,1669,12.2,0.614,0.534,0.239,1,6.5,3.7,14.1,0.8,1,14.6,18.6,,1.5,0,1.4,0.041,,-0.1,-2.2,-2.3,-0.1
198,Devonte' Graham,PG,26,NOP,72,2088,12,0.511,0.69,0.168,1.9,7.5,4.7,20.9,1.6,0.6,10.6,19.6,,1.4,1.3,2.6,0.061,,0.2,-1.2,-1,0.5
199,Jerami Grant,PF,27,DET,47,1500,16.2,0.556,0.363,0.371,1.9,12.4,6.9,12.5,1.4,3,9.5,25.7,,1.2,1.2,2.4,0.078,,1.4,-0.2,1.2,1.2
200,Hassani Gravett,PG,25,ORL,8,171,10.1,0.629,0.684,0.105,0.6,12.4,6.5,17,1.4,0.5,18.5,12.3,,0.1,0.1,0.3,0.073,,-2.4,0.1,-2.3,0
201,Danny Green,SF,34,PHI,57,1229,9,0.552,0.849,0.041,2.4,9.9,6.2,6,2.1,2.5,11.6,12.3,,0.1,1.4,1.6,0.061,,-1.7,0.8,-0.9,0.3
202,Draymond Green,PF,31,GSW,42,1222,14.2,0.576,0.216,0.385,4,23.1,13.8,32.5,2.2,3.5,32.1,14.2,,0.7,2.5,3.2,0.126,,-1.4,4.5,3.1,1.6
203,Jalen Green,SG,19,HOU,63,1985,12,0.54,0.486,0.242,1.7,10,5.8,13,1,0.8,11.5,23.4,,0.1,0.2,0.4,0.01,,-0.8,-2.3,-3.1,-0.6
204,JaMychal Green,PF,31,DEN,63,1018,14.2,0.586,0.39,0.284,8.5,20.1,14.5,7.3,1.9,2.2,13.3,17.5,,1.1,1.4,2.5,0.118,,-1.9,0.1,-1.8,0
205,Javonte Green,SF,28,CHI,61,1421,14,0.641,0.311,0.311,7,13.2,10.1,5.3,2.1,1.8,7.8,11.6,,2.8,1.4,4.2,0.143,,-0.6,0.6,0,0.7
206,Jeff Green,C,35,DEN,73,1798,12.5,0.623,0.322,0.371,2.6,11,7,7.3,0.8,1.3,10.1,16.4,,2.6,1.2,3.8,0.102,,-1.2,-1.2,-2.5,-0.2
207,Josh Green,SG,21,DAL,63,974,11.7,0.567,0.285,0.178,5.6,11,8.3,11.1,2.2,1.3,13.9,14,,0.8,1.3,2.1,0.104,,-2.6,1.3,-1.3,0.2
208,Blake Griffin,PF,32,BRK,56,958,13.8,0.518,0.463,0.243,7,18.7,12.9,15,1.4,1.3,8.2,17,,1.2,0.9,2.1,0.104,,-0.6,0,-0.6,0.3
209,Quentin Grimes,SG,21,NYK,45,770,11,0.573,0.804,0.083,3.1,9.5,6.3,8.3,2,1.4,10.5,15.2,,0.6,0.8,1.4,0.086,,-1,0.8,-0.2,0.4
210,Kyle Guy,SG,24,MIA,19,186,9.5,0.526,0.615,0.185,2.5,7.8,5.2,13.6,1.9,0.6,15.6,19.9,,-0.1,0.2,0.1,0.036,,-3,-0.3,-3.3,-0.1
211,Rui Hachimura,PF,23,WAS,37,789,15.6,0.595,0.323,0.165,3,15.7,9.4,8.2,1.4,0.9,8.1,20.8,,0.9,0.6,1.4,0.087,,0.6,-1.5,-0.8,0.2
212,Tyrese Haliburton,SG-PG,21,TOT,73,2542,18,0.591,0.435,0.199,2.4,10.2,6.2,33.7,2.5,1.6,16.6,18.9,,4.8,1.8,6.5,0.124,,2.7,0,2.7,3
212,Tyrese Haliburton,SG,21,SAC,51,1757,17.1,0.575,0.43,0.177,2.4,10,6.2,31.3,2.4,1.7,15.4,18.2,,2.8,1.2,4,0.11,,2.2,0.3,2.5,2
212,Tyrese Haliburton,PG,21,IND,22,785,20.2,0.623,0.445,0.245,2.4,10.5,6.4,39,2.7,1.3,19,20.5,,2,0.6,2.5,0.154,,3.7,-0.8,2.9,1
213,Tyler Hall,SG,24,NYK,1,2,0,,,,0,0,0,0,0,0,,0,,0,0,0,0.003,,-8,-0.5,-8.6,0
214,R.J. Hampton,SG,20,ORL,60,1276,8.6,0.484,0.411,0.266,1.6,13.1,7.3,16.3,1.6,0.9,14.5,18,,-1.1,1.1,0,0.001,,-3.8,0.2,-3.7,-0.5
215,Tim Hardaway Jr.,SG,29,DAL,42,1245,12.8,0.52,0.574,0.194,1.1,12.8,6.9,11.5,1.5,0.4,5.6,22,,0.6,1.4,2,0.077,,-0.4,0.1,-0.3,0.6
216,James Harden,PG-SG,32,TOT,61,2261,21.3,0.586,0.447,0.542,2.5,20.4,11.6,39.9,1.7,1.4,18.7,27.6,,4.7,2.6,7.3,0.154,,4,0.5,4.5,3.7
216,James Harden,PG,32,BRK,44,1627,20.5,0.576,0.435,0.496,2.9,20.3,11.7,39.8,1.7,1.7,19.8,28.4,,2.6,1.8,4.4,0.128,,3.8,0.4,4.1,2.5
216,James Harden,SG,32,PHI,17,634,23.3,0.614,0.485,0.681,1.6,20.6,11.2,40,1.9,0.7,15.5,25.7,,2.1,0.8,2.9,0.22,,4.5,1,5.5,1.2
217,Maurice Harkless,SF,28,SAC,47,863,7.7,0.561,0.558,0.155,1.5,12.8,7.1,3.6,1.6,2.4,13.8,11.1,,-0.1,0.6,0.5,0.027,,-3.7,0.4,-3.3,-0.3
218,Jared Harper,PG,24,NOP,2,10,21,0.5,0.286,0,10.9,0,5.5,56.4,0,9.6,12.5,34.5,,0,0,0,0.108,,4.9,-1.6,3.3,0
219,Montrezl Harrell,C,28,TOT,68,1577,23.2,0.675,0.032,0.548,10.1,19,14.6,14,0.8,2.2,9.3,20.4,,5.9,1.2,7.1,0.216,,3.8,0.1,3.9,2.4
219,Montrezl Harrell,C,28,WAS,46,1117,23.9,0.684,0.039,0.535,9.7,20.7,15.3,14,0.8,2.3,9.6,20.8,,4.2,1,5.2,0.222,,4.3,0.6,4.9,2
219,Montrezl Harrell,C,28,CHO,22,460,21.5,0.653,0.013,0.579,11,14.7,12.8,13.9,0.9,1.9,8.6,19.3,,1.7,0.3,1.9,0.201,,2.6,-0.9,1.7,0.4
220,Gary Harris,SG,27,ORL,61,1730,10.9,0.571,0.546,0.172,2.2,5.3,3.7,9.6,1.6,0.5,9.3,16.4,,1.2,1.1,2.2,0.061,,-2,-0.4,-2.4,-0.2
221,Joe Harris,SF,30,BRK,14,423,9.6,0.624,0.71,0.048,1.3,12.9,7.2,4.5,0.8,0.4,11.2,14.5,,0.3,0.2,0.5,0.059,,-0.9,-0.6,-1.4,0.1
222,Tobias Harris,PF,29,PHI,68,2376,16.5,0.569,0.265,0.201,3.5,18.2,11,16.3,0.8,1.5,9.2,21.9,,3.1,2.4,5.5,0.112,,0.9,-0.6,0.3,1.4
223,Shaquille Harrison,SG,28,BRK,2,23,4.6,0.333,0.333,0,4.8,13.9,9.5,16.7,2.1,3.9,25,15,,-0.1,0,0,-0.069,,-8.9,0.6,-8.3,0
224,Josh Hart,SG-SF,26,TOT,54,1791,16.2,0.61,0.374,0.371,3.8,20.5,11.9,18.9,1.7,0.7,14.7,18.7,,2.9,1.6,4.5,0.12,,0.5,0.5,1,1.4
224,Josh Hart,SG,26,NOP,41,1374,15.2,0.604,0.337,0.399,4.2,21.6,12.8,17.7,1.6,0.8,15.1,16.8,,2.1,1.4,3.5,0.122,,-0.2,0.9,0.7,1
224,Josh Hart,SF,26,POR,13,417,19.4,0.622,0.454,0.311,2.3,16.7,9.2,22.9,1.9,0.5,13.7,24.9,,0.8,0.2,1,0.116,,2.9,-1,1.9,0.4
225,Isaiah Hartenstein,C,23,LAC,64,1122,21.9,0.66,0.059,0.363,10.2,18.3,14.4,20.2,2.1,5.6,16.7,18.5,,2.9,1.9,4.8,0.206,,1,3.1,4.1,1.7
226,Udonis Haslem,C,41,MIA,12,63,12.8,0.549,0.115,0.115,7.3,26.5,17.1,7.8,0.8,1.7,12.8,22.1,,0,0.1,0.1,0.082,,-3.8,0.1,-3.8,0
227,Sam Hauser,SF,24,BOS,22,117,14,0.662,0.892,0,3.8,14.5,9.2,5,0.4,1.6,5.1,14.7,,0.2,0.1,0.4,0.156,,2.3,-0.3,2,0.1
228,Jaxson Hayes,C,21,NOP,65,1281,18.3,0.697,0.13,0.499,8.6,15.9,12.2,4.5,1.1,4,11.1,16,,3.4,1.3,4.7,0.177,,0.3,-0.1,0.2,0.7
229,Killian Hayes,PG,20,DET,62,1557,9.3,0.459,0.36,0.16,2.4,12.1,7,24.7,2.3,2,19.3,15.5,,-1,1.5,0.5,0.014,,-4.3,0.9,-3.4,-0.6
230,Gordon Hayward,SF,31,CHO,49,1564,15.1,0.57,0.357,0.241,2.5,12.8,7.6,16.3,1.4,1.3,10.6,20.7,,1.9,1,2.9,0.088,,0.1,-0.8,-0.7,0.5
231,Aaron Henry,SF,22,PHI,6,17,-7.4,0.2,0.2,0,0,6.5,3.3,0,0,10.6,28.6,18.5,,-0.1,0,-0.1,-0.306,,-14,-2.4,-16.5,-0.1
232,Juancho Hernangómez,PF,26,TOT,37,384,10.2,0.516,0.709,0.314,6.3,17.7,12.1,6.2,1.5,2.3,13.3,12.8,,0.1,0.5,0.6,0.075,,-1.5,0.2,-1.4,0.1
232,Juancho Hernangómez,PF,26,BOS,18,96,3.8,0.307,0.667,0.333,10.3,17.6,14.1,4,2.1,1.9,16.2,17,,-0.3,0.2,-0.1,-0.051,,-6.9,-1.5,-8.4,-0.2
232,Juancho Hernangómez,PF,26,SAS,5,51,9,0.451,0.5,0.667,8.1,22.9,15.4,6.8,0.9,1.6,20.5,8.1,,0,0.1,0.1,0.053,,-2.4,-0.2,-2.6,0
232,Juancho Hernangómez,PF,26,UTA,14,237,13.1,0.634,0.755,0.264,4.3,16.6,10.7,6.9,1.5,2.6,10.6,12.2,,0.4,0.3,0.6,0.13,,0.9,0.9,1.8,0.2
233,Willy Hernangómez,C,27,NOP,46,734,22.4,0.591,0.039,0.432,17.9,26.3,22,11.6,1.3,2.4,12.2,22.7,,1.9,0.9,2.8,0.182,,1.7,-1.2,0.5,0.5
234,Tyler Herro,SG,22,MIA,63,2048,16.1,0.556,0.392,0.193,1.7,15.2,8.5,20.4,1,0.4,12.1,28.9,,1.2,2.4,3.5,0.083,,1.5,-0.9,0.6,1.4
235,Buddy Hield,SG,29,TOT,77,2365,12.8,0.547,0.655,0.119,2.8,12.5,7.6,13.5,1.4,0.8,11.6,22.2,,0.8,1,1.9,0.038,,0.5,-1.7,-1.2,0.5
235,Buddy Hield,SG,29,SAC,55,1574,12,0.54,0.714,0.133,2.9,12.5,7.6,9.9,1.5,0.8,10.9,22.4,,0.1,0.7,0.8,0.025,,0.2,-1.5,-1.3,0.3
235,Buddy Hield,SG,29,IND,22,791,14.5,0.563,0.533,0.092,2.6,12.6,7.5,20.7,1.3,0.9,12.9,21.9,,0.8,0.3,1.1,0.064,,1.2,-2.1,-0.9,0.2
236,Haywood Highsmith,SF,25,MIA,17,120,6.9,0.469,0.667,0.148,6.7,13,9.9,3.4,0.8,1.8,6.5,11.4,,0,0.1,0.2,0.062,,-2.7,-0.1,-2.8,0
237,George Hill,SG,35,MIL,50,1187,10.3,0.551,0.487,0.213,3.3,9.7,6.6,12.6,1.5,0.5,11.9,11.8,,1.2,0.9,2.1,0.086,,-2.1,0.5,-1.6,0.1
238,Malcolm Hill,SF-SG,26,TOT,17,197,13.2,0.635,0.694,0.286,6.3,11.8,9.1,3.4,1.5,1.3,3.5,12.8,,0.4,0.1,0.6,0.137,,-0.9,-0.7,-1.6,0
238,Malcolm Hill,SG,26,ATL,3,46,19,0.871,0.625,0.5,4.8,9.4,7.1,2.9,4.3,1.9,0,9.3,,0.2,0.1,0.2,0.252,,0.3,3.5,3.8,0.1
238,Malcolm Hill,SF,26,CHI,14,151,11.5,0.584,0.707,0.244,6.7,12.5,9.7,3.5,0.6,1.1,4.2,13.9,,0.2,0.1,0.3,0.102,,-1.2,-2,-3.2,0
239,Solomon Hill,PF,30,ATL,13,139,3.3,0.2,0.65,0,4.8,13.3,9,10.3,1.4,1.3,4.8,6.6,,-0.1,0.1,0,-0.007,,-5.1,1.1,-4,-0.1
240,Nate Hinton,SG,22,IND,2,2,-45.3,0,0,0,0,0,0,0,0,0,50,42.9,,-0.1,0,-0.1,-1.233,,-28.1,-14.4,-42.5,0
241,Jaylen Hoard,SF,22,OKC,2,42,19.2,0.506,0.3,0.2,16.9,37.1,26.8,10.6,0,4.4,0,11.2,,0.1,0.1,0.2,0.177,,1.6,-0.2,1.3,0
242,Aaron Holiday,PG,25,TOT,58,953,13.1,0.561,0.295,0.188,2.3,10.2,6.4,20.7,2.1,0.8,15.5,18.2,,0.7,0.9,1.6,0.08,,-1.6,0.4,-1.2,0.2
242,Aaron Holiday,PG,25,WAS,41,663,11.3,0.547,0.313,0.164,1.5,9.5,5.6,17.2,1.8,1.1,14.5,18,,0.1,0.4,0.6,0.041,,-2.4,0.3,-2.1,0
242,Aaron Holiday,PG,25,PHO,17,290,17.2,0.591,0.255,0.245,4.2,11.8,8.2,28.7,2.7,0,17.4,18.8,,0.6,0.5,1,0.168,,0.2,0.7,0.9,0.2
243,Jrue Holiday,PG,31,MIL,62,2070,19.8,0.592,0.33,0.19,3.3,10.9,7.2,31.3,2.4,1.2,15.2,23.7,,4.1,2.3,6.4,0.147,,2.7,0.2,3,2.6
244,Justin Holiday,SF-SG,32,TOT,70,1964,9.4,0.538,0.732,0.098,1.6,8.8,5.1,8.5,1.3,1.5,9.3,15.9,,0.6,0.6,1.2,0.031,,-1.5,-0.9,-2.4,-0.2
244,Justin Holiday,SF,32,IND,49,1416,10.3,0.568,0.734,0.09,1.4,9.3,5.3,8.9,1.2,1.1,9.3,15.9,,1.1,0.4,1.5,0.049,,-0.8,-0.8,-1.6,0.1
244,Justin Holiday,SG,32,SAC,21,548,6.8,0.459,0.729,0.119,2,7.4,4.7,7.4,1.4,2.4,9.3,16,,-0.4,0.2,-0.2,-0.018,,-3.3,-1.1,-4.4,-0.3
245,Richaun Holmes,C,28,SAC,45,1074,17.8,0.689,0.017,0.3,9.3,23,16,6.8,0.8,3.3,14.2,15.8,,2.4,0.9,3.2,0.145,,-0.4,-0.2,-0.5,0.4
246,Rodney Hood,SF-SG,29,TOT,49,682,6.9,0.477,0.574,0.11,2.4,9,5.7,6.8,1.1,0.8,6.3,10.9,,0.1,0.4,0.6,0.039,,-3.2,-0.4,-3.6,-0.3
246,Rodney Hood,SF,29,MIL,39,581,6.7,0.47,0.611,0.107,2.4,9.6,6.1,6.6,1,0.7,4.9,10.6,,0.1,0.4,0.5,0.042,,-3.3,-0.3,-3.5,-0.2
246,Rodney Hood,SG,29,LAC,10,101,7.9,0.513,0.375,0.125,2.2,5.1,3.7,8.2,1.5,1.7,13.6,12.8,,0,0.1,0,0.023,,-3,-1,-4.1,0
247,Scotty Hopson,SG,32,OKC,1,18,0.1,0.5,0.25,0,0,5.8,2.8,8.2,0,0,33.3,14.4,,-0.1,0,0,-0.13,,-8.7,-2.8,-11.5,0
248,Al Horford,C,35,BOS,66,1922,16.3,0.563,0.468,0.174,5.9,22.2,14.2,16.5,1.2,4.2,9.7,14.9,,3.3,3.7,7,0.174,,1.2,2.8,4,2.9
249,Talen Horton-Tucker,SG,21,LAL,55,1387,10.2,0.498,0.349,0.215,2.6,10.8,6.7,14.5,1.8,1.8,13,18.6,,-0.4,1.1,0.7,0.024,,-3.5,-0.2,-3.7,-0.6
250,Danuel House Jr.,SF,28,TOT,38,621,10.6,0.551,0.574,0.266,2.7,14.3,8.6,9.4,1.3,2,12.1,14.9,,0.4,0.5,0.9,0.067,,-1.2,0,-1.2,0.1
250,Danuel House Jr.,SF,28,HOU,16,233,6.9,0.467,0.459,0.257,1.9,18.4,10.1,11.6,1,1.9,17.9,18.3,,-0.3,0.1,-0.2,-0.048,,-4.8,-0.7,-5.5,-0.2
250,Danuel House Jr.,SF,28,NYK,1,3,-13.4,0,1,0,0,0,0,0,0,0,0,14.6,,0,0,0,-0.346,,-12.6,-7.9,-20.5,0
250,Danuel House Jr.,SF,28,UTA,21,385,13.1,0.621,0.66,0.277,3.2,11.9,7.7,8.2,1.4,2.1,7.1,12.9,,0.7,0.4,1.1,0.14,,1,0.5,1.5,0.3
251,Dwight Howard,C,36,LAL,56,879,17.8,0.65,0.057,0.639,13.5,25.8,19.7,4.7,1.7,3.5,14.7,14.3,,1.9,1.2,3.1,0.169,,-0.7,0.1,-0.6,0.3
252,Markus Howard,SG,22,DEN,29,149,15.3,0.57,0.732,0.183,0,6.5,3.4,6.2,2.6,0,6.3,27.9,,0.1,0.1,0.2,0.074,,1.2,-1.2,0,0.1
253,Kevin Huerter,SG,23,ATL,70,2068,11.7,0.567,0.538,0.07,1.7,10.8,6.3,12.9,1.2,1.1,10.6,17.5,,1.6,0.9,2.5,0.057,,-0.6,-0.9,-1.5,0.3
254,Jay Huff,C,23,LAL,4,20,0.6,0,0.667,0,5.4,16.1,10.7,5.9,2.4,4.5,25,8.6,,-0.1,0,0,-0.117,,-8.3,0.9,-7.4,0
255,Elijah Hughes,SG-SF,23,TOT,32,367,5.9,0.435,0.667,0.058,1.5,13.7,7.5,7.3,1.6,1.6,9.6,16.1,,-0.4,0.2,-0.2,-0.028,,-4.9,-1.5,-6.4,-0.4
255,Elijah Hughes,SF,23,UTA,14,112,10.5,0.576,0.778,0.083,2,14.2,8.3,7.5,1.8,0.8,15.8,17.3,,0,0.1,0.1,0.06,,-1.2,-0.4,-1.6,0
255,Elijah Hughes,SG,23,POR,18,255,3.8,0.373,0.619,0.048,1.2,13.4,7.1,7.2,1.5,1.9,6.5,15.5,,-0.5,0.1,-0.3,-0.066,,-6.5,-2,-8.6,-0.4
256,De'Andre Hunter,SF,24,ATL,49,1455,11,0.553,0.349,0.293,1.7,10.4,6.1,6.4,1.2,1.2,9.5,19.7,,0.6,0.6,1.2,0.04,,-2.1,-1.4,-3.5,-0.6
257,Chandler Hutchison,SF,25,PHO,6,22,1,0.694,0,1,0,23.7,12.2,10.5,0,0,58.1,13.5,,-0.1,0,0,-0.084,,-7.9,-0.5,-8.4,0
258,Bones Hyland,PG,21,DEN,65,1221,14,0.554,0.626,0.224,1.2,14.8,8.2,20.3,1.5,1.3,12.3,24,,0.9,1.2,2.1,0.082,,0,-0.8,-0.7,0.4
259,Serge Ibaka,C-PF,32,TOT,53,866,14.3,0.575,0.337,0.151,7.5,22.3,15.1,8.5,0.6,3.3,12.2,17.8,,0.8,1.1,1.9,0.104,,-1.4,-0.3,-1.7,0.1
259,Serge Ibaka,C,32,LAC,35,538,14.9,0.567,0.323,0.151,8.1,21.2,14.8,10.3,0.6,4.1,13.9,19.4,,0.3,0.7,1,0.093,,-1.3,0.2,-1.1,0.1
259,Serge Ibaka,PF,32,MIL,18,328,13.3,0.592,0.364,0.152,6.6,24,15.5,5.6,0.6,2,8.7,15.1,,0.5,0.4,0.8,0.121,,-1.6,-1,-2.6,0
260,Andre Iguodala,SF,38,GSW,29,565,12.5,0.488,0.622,0.162,4.2,13.9,9.2,24.6,2.1,3.7,17.9,11.2,,0.5,1,1.5,0.128,,-0.6,3.6,3,0.7
261,Joe Ingles,SF,34,UTA,45,1122,10.1,0.551,0.789,0.077,1.2,11.3,6.4,19,1,0.4,13.5,13.3,,1.3,0.8,2.1,0.091,,-0.7,0.4,-0.3,0.5
262,Brandon Ingram,SF,24,NOP,53,1800,19.1,0.556,0.231,0.32,2.1,16.8,9.4,28,0.9,1.4,11.6,29.5,,2.6,1.4,4,0.106,,2.8,-0.5,2.3,2
263,Kyrie Irving,PG,29,BRK,25,929,21.3,0.59,0.378,0.216,1.6,10.3,6,25.1,1.7,1.5,9.6,29.4,,2.1,0.7,2.8,0.144,,4.2,-1.5,2.7,1.1
264,Wes Iwundu,SF,27,ATL,3,82,7.2,0.557,0.278,0.222,4,13.2,8.7,0,0.6,0,4.8,11.1,,0.1,0,0.1,0.045,,-4,-2.8,-6.8,-0.1
265,Frank Jackson,PG,23,DET,49,1073,10.6,0.532,0.585,0.203,1.5,6.4,3.8,7,1.2,0.8,6.9,21,,0.3,0.4,0.7,0.032,,-1.7,-1.6,-3.3,-0.4
266,Isaiah Jackson,PF,20,IND,32,430,20.5,0.593,0.076,0.424,13.3,20,16.6,3.3,1.9,8.5,13.7,23.3,,0.5,0.6,1.1,0.123,,-1.6,0,-1.7,0
267,Jaren Jackson Jr.,PF,22,MEM,75,2042,17.2,0.536,0.387,0.327,5.9,16.7,11.2,5.8,1.7,7.4,10,25.4,,1.7,3.6,5.3,0.125,,-0.8,0.7,-0.1,1
268,Josh Jackson,SF,24,TOT,47,756,9.6,0.493,0.448,0.252,2.5,16.5,9.2,10.6,1.5,2.5,12.3,19.4,,-0.6,0.7,0.1,0.008,,-3.9,-0.3,-4.1,-0.4
268,Josh Jackson,SF,24,DET,39,707,10,0.501,0.45,0.223,2.5,17.1,9.4,10.7,1.5,2.3,12.1,19,,-0.4,0.6,0.2,0.016,,-3.5,-0.2,-3.7,-0.3
268,Josh Jackson,SF,24,SAC,8,49,5.2,0.412,0.421,0.632,2.2,9,5.5,8.5,2,5.3,14.1,24.7,,-0.2,0,-0.1,-0.106,,-9.1,-1.9,-11,-0.1
269,Justin Jackson,SF,26,TOT,7,37,7.7,0.472,0.6,0.133,3,16.9,10.2,7.1,0,0,5.9,19.7,,0,0,0,0.033,,-2.2,-1.1,-3.3,0
269,Justin Jackson,SF,26,BOS,1,2,22.9,0.532,0,2,0,0,0,0,0,0,0,41.5,,0,0,0,0.253,,1.9,-4.5,-2.6,0
269,Justin Jackson,SF,26,PHO,6,35,6.9,0.464,0.643,0,3.2,17.9,10.8,7.5,0,0,6.7,18.5,,0,0,0,0.02,,-2.4,-0.9,-3.3,0
270,Reggie Jackson,SG,31,LAC,72,2251,12.6,0.492,0.418,0.136,1.9,10.4,6.2,24.8,1.1,0.5,11.6,27.7,,-1.3,1.8,0.5,0.01,,-1,-1.7,-2.7,-0.4
271,LeBron James,SF,37,LAL,56,2084,26.3,0.619,0.367,0.275,3.3,20.4,11.8,30.6,1.7,2.5,12.5,32.3,,5.3,2.3,7.6,0.176,,6.9,0.8,7.6,5.1
272,DeJon Jarreau,SG,24,IND,1,1,0,,,,0,0,0,0,0,0,,0,,0,0,0,-0.02,,-6.5,-1.5,-8,0
273,DaQuan Jeffries,SG,24,MEM,3,9,8.4,0.5,0.5,0,0,23.7,11.6,14,0,0,0,9.1,,0,0,0,0.101,,-5.8,0.9,-4.9,0
274,Ty Jerome,SG,24,OKC,48,801,11.3,0.488,0.567,0.143,2.4,7.7,5,21.4,1.8,0.6,9.6,20.8,,0,0.6,0.6,0.034,,-2.2,-0.2,-2.3,-0.1
275,Isaiah Joe,SG,22,PHI,53,572,7.8,0.52,0.764,0.176,1.2,8.6,5,8.1,1,0.5,8.3,15.2,,0.1,0.4,0.5,0.04,,-2.9,-1.4,-4.4,-0.4
276,Alize Johnson,PF,25,TOT,23,167,10.7,0.463,0.103,0.308,18.8,21.9,20.4,7.1,1.5,0,21.3,14.8,,0,0.2,0.2,0.044,,-3.6,-1.8,-5.4,-0.1
276,Alize Johnson,PF,25,CHI,16,121,10.3,0.537,0.087,0.304,15,18.4,16.7,8.6,1.2,0,23.5,12.4,,0.1,0.1,0.2,0.066,,-3.4,-0.6,-4,-0.1
